date,state,district,market,commodity,variety,min_price,max_price,modal_price,arrivals_quintal
2023-07-20,Maharashtra,Pune,Pune APMC,Onion,Red,2069.78,2807.56,2438.67,5839.3
2023-07-20,Maharashtra,Pune,Pune APMC,Onion,Local,2028.42,2490.35,2259.38,5209.4
2023-07-20,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2132.51,2602.43,2367.47,5222.7
2023-07-20,Maharashtra,Solapur,Solapur APMC,Onion,Red,1658.91,2288.3,1973.6,6088.6
2023-07-20,Maharashtra,Solapur,Solapur APMC,Onion,Local,1405.97,1897.27,1651.62,5803.8
2023-07-20,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1823.18,2252.47,2037.83,4363.8
2023-07-20,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1536.69,2081.52,1809.11,4981.5
2023-07-20,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1887.97,2266.71,2077.34,3972.3
2023-07-20,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,2014.23,2388.5,2201.36,5658.0
2023-07-21,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1933.48,2607.34,2270.41,5266.4
2023-07-21,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1879.32,2260.08,2069.7,4998.4
2023-07-21,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,2024.72,2664.32,2344.52,3544.7
2023-07-21,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2047.04,2643.22,2345.13,6086.7
2023-07-21,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1624.4,2173.06,1898.73,5761.2
2023-07-21,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1991.79,2722.16,2356.97,5550.3
2023-07-21,Maharashtra,Pune,Pune APMC,Onion,Red,2208.02,2897.51,2552.77,5166.4
2023-07-21,Maharashtra,Pune,Pune APMC,Onion,Local,1982.68,2478.87,2230.77,5074.6
2023-07-21,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2205.94,2723.29,2464.61,5551.9
2023-07-21,Maharashtra,Solapur,Solapur APMC,Onion,Red,1930.28,2501.94,2216.11,4088.6
2023-07-21,Maharashtra,Solapur,Solapur APMC,Onion,Local,1850.66,2330.69,2090.68,4689.1
2023-07-21,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1865.91,2466.46,2166.18,6227.3
2023-07-21,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1911.47,2492.04,2201.76,4227.2
2023-07-21,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1474.65,2001.13,1737.89,4360.4
2023-07-21,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1724.69,2347.91,2036.3,6128.4
2023-07-22,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1812.46,2421.55,2117.0,4553.3
2023-07-22,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1700.75,2224.35,1962.55,5368.0
2023-07-22,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,2153.55,2740.66,2447.1,4393.9
2023-07-22,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1783.36,2506.49,2144.92,3884.0
2023-07-22,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1641.64,2147.56,1894.6,3617.1
2023-07-22,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1905.87,2536.72,2221.3,4827.8
2023-07-22,Maharashtra,Pune,Pune APMC,Onion,Red,1836.1,2591.16,2213.63,4284.2
2023-07-22,Maharashtra,Pune,Pune APMC,Onion,Local,1957.01,2614.14,2285.57,6294.8
2023-07-22,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2154.66,2564.45,2359.55,6348.3
2023-07-22,Maharashtra,Solapur,Solapur APMC,Onion,Red,1716.71,2353.11,2034.91,6216.9
2023-07-22,Maharashtra,Solapur,Solapur APMC,Onion,Local,1592.04,1915.83,1753.94,6247.8
2023-07-22,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2046.06,2651.92,2348.99,4659.6
2023-07-22,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1781.43,2225.93,2003.68,5379.1
2023-07-22,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1756.0,2103.39,1929.7,3880.8
2023-07-22,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,2290.62,2792.3,2541.46,3576.3
2023-07-23,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1862.27,2656.91,2259.59,3559.6
2023-07-23,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1707.11,2403.53,2055.32,4911.8
2023-07-23,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1804.73,2478.63,2141.68,6187.9
2023-07-23,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1847.52,2470.16,2158.84,4467.0
2023-07-23,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1512.59,2063.16,1787.88,5580.1
2023-07-23,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1986.17,2337.03,2161.6,4578.6
2023-07-23,Maharashtra,Pune,Pune APMC,Onion,Red,2177.69,2599.03,2388.36,5807.6
2023-07-23,Maharashtra,Pune,Pune APMC,Onion,Local,2063.27,2597.58,2330.43,5850.2
2023-07-23,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1949.13,2741.03,2345.08,5974.2
2023-07-23,Maharashtra,Solapur,Solapur APMC,Onion,Red,1738.94,2200.53,1969.73,4742.9
2023-07-23,Maharashtra,Solapur,Solapur APMC,Onion,Local,1536.77,2193.37,1865.07,5163.3
2023-07-23,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2019.03,2659.09,2339.06,5261.7
2023-07-23,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1968.39,2427.95,2198.17,3653.1
2023-07-23,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1751.77,2234.96,1993.37,5113.9
2023-07-23,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,2036.07,2543.11,2289.59,4819.7
2023-07-24,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,2021.48,2621.28,2321.38,5108.7
2023-07-24,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1759.05,2080.45,1919.75,5332.9
2023-07-24,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1999.48,2551.37,2275.43,4815.3
2023-07-24,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1797.75,2209.47,2003.61,6011.7
2023-07-24,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1867.59,2482.69,2175.14,5287.0
2023-07-24,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1818.1,2390.13,2104.12,5929.8
2023-07-24,Maharashtra,Pune,Pune APMC,Onion,Red,2023.05,2701.41,2362.23,3784.2
2023-07-24,Maharashtra,Pune,Pune APMC,Onion,Local,2128.09,2544.29,2336.19,4908.2
2023-07-24,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2195.78,2952.12,2573.95,3947.7
2023-07-24,Maharashtra,Solapur,Solapur APMC,Onion,Red,1896.89,2440.49,2168.69,4672.4
2023-07-24,Maharashtra,Solapur,Solapur APMC,Onion,Local,1573.99,2060.75,1817.37,6194.3
2023-07-24,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1849.95,2603.71,2226.83,6018.4
2023-07-24,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1840.98,2545.08,2193.03,6014.8
2023-07-24,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1562.95,2217.93,1890.44,6270.7
2023-07-24,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1837.09,2480.83,2158.96,5156.5
2023-07-25,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1938.61,2431.29,2184.95,5517.9
2023-07-25,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1589.08,2158.12,1873.6,6303.6
2023-07-25,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1937.22,2600.47,2268.85,5429.5
2023-07-25,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1816.0,2516.63,2166.31,5427.5
2023-07-25,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1724.81,2119.97,1922.39,6006.8
2023-07-25,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2001.27,2379.39,2190.33,6081.2
2023-07-25,Maharashtra,Pune,Pune APMC,Onion,Red,1861.31,2639.67,2250.49,5365.4
2023-07-25,Maharashtra,Pune,Pune APMC,Onion,Local,1998.97,2532.48,2265.72,5361.7
2023-07-25,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2263.77,3149.57,2706.67,5891.9
2023-07-25,Maharashtra,Solapur,Solapur APMC,Onion,Red,1819.57,2314.56,2067.06,5719.3
2023-07-25,Maharashtra,Solapur,Solapur APMC,Onion,Local,1544.68,2006.87,1775.78,4520.1
2023-07-25,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1921.91,2376.04,2148.98,6131.9
2023-07-25,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2142.09,2572.57,2357.33,3531.6
2023-07-25,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1633.9,2138.68,1886.29,5340.3
2023-07-25,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1924.54,2473.71,2199.13,4086.3
2023-07-26,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1924.97,2533.81,2229.39,4383.7
2023-07-26,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1684.36,2067.18,1875.77,3717.9
2023-07-26,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,2046.41,2415.61,2231.01,4992.4
2023-07-26,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2016.82,2638.85,2327.84,4755.5
2023-07-26,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1688.01,2278.68,1983.35,4654.3
2023-07-26,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1951.43,2473.99,2212.71,3942.5
2023-07-26,Maharashtra,Pune,Pune APMC,Onion,Red,2272.7,2714.46,2493.58,4604.6
2023-07-26,Maharashtra,Pune,Pune APMC,Onion,Local,1957.08,2760.8,2358.94,4826.1
2023-07-26,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2432.14,2974.41,2703.28,5039.0
2023-07-26,Maharashtra,Solapur,Solapur APMC,Onion,Red,1625.02,2184.9,1904.96,6025.9
2023-07-26,Maharashtra,Solapur,Solapur APMC,Onion,Local,1488.59,2042.14,1765.37,6155.7
2023-07-26,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2076.56,2684.97,2380.76,3491.1
2023-07-26,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1827.84,2316.92,2072.38,5860.5
2023-07-26,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1607.04,2040.84,1823.94,3623.2
2023-07-26,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,2027.11,2807.52,2417.31,4666.6
2023-07-27,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,2172.83,2595.32,2384.08,5126.3
2023-07-27,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1693.27,2210.53,1951.9,5453.5
2023-07-27,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,2232.59,2842.07,2537.33,3630.1
2023-07-27,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1699.21,2433.81,2066.51,5682.0
2023-07-27,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1641.99,2111.8,1876.9,3666.5
2023-07-27,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1890.56,2690.09,2290.32,3571.1
2023-07-27,Maharashtra,Pune,Pune APMC,Onion,Red,1980.99,2798.46,2389.72,4612.1
2023-07-27,Maharashtra,Pune,Pune APMC,Onion,Local,1803.81,2476.59,2140.2,4875.4
2023-07-27,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2097.46,2915.84,2506.65,4151.8
2023-07-27,Maharashtra,Solapur,Solapur APMC,Onion,Red,1806.6,2159.49,1983.05,3875.3
2023-07-27,Maharashtra,Solapur,Solapur APMC,Onion,Local,1600.92,2214.84,1907.88,5432.0
2023-07-27,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1796.79,2462.86,2129.83,4329.2
2023-07-27,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1638.5,2319.84,1979.17,6204.0
2023-07-27,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1835.21,2459.3,2147.26,4248.1
2023-07-27,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,2065.96,2610.98,2338.47,3882.9
2023-07-28,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,2066.56,2448.71,2257.64,5115.3
2023-07-28,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1817.57,2286.72,2052.14,5907.9
2023-07-28,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,2277.2,2764.06,2520.63,5143.2
2023-07-28,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1771.38,2206.52,1988.95,3969.2
2023-07-28,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1747.55,2506.13,2126.84,5472.2
2023-07-28,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2129.66,2774.97,2452.31,6198.0
2023-07-28,Maharashtra,Pune,Pune APMC,Onion,Red,2118.61,2758.12,2438.37,6285.5
2023-07-28,Maharashtra,Pune,Pune APMC,Onion,Local,2004.05,2665.83,2334.94,5605.3
2023-07-28,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2295.07,2842.01,2568.54,3822.1
2023-07-28,Maharashtra,Solapur,Solapur APMC,Onion,Red,1686.01,2352.18,2019.1,5538.0
2023-07-28,Maharashtra,Solapur,Solapur APMC,Onion,Local,1536.54,1876.9,1706.72,3506.1
2023-07-28,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1704.16,2146.77,1925.46,3920.1
2023-07-28,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2065.18,2481.05,2273.12,3751.2
2023-07-28,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1557.28,2196.15,1876.72,5698.8
2023-07-28,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1771.62,2408.79,2090.21,4683.3
2023-07-29,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1998.87,2857.35,2428.11,5547.6
2023-07-29,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1722.17,2266.0,1994.09,3900.6
2023-07-29,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,2112.4,2481.03,2296.71,3714.1
2023-07-29,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2238.98,2678.02,2458.5,5460.4
2023-07-29,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1714.33,2280.44,1997.39,6279.4
2023-07-29,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1973.54,2557.03,2265.28,4317.1
2023-07-29,Maharashtra,Pune,Pune APMC,Onion,Red,2157.89,2807.59,2482.74,3926.9
2023-07-29,Maharashtra,Pune,Pune APMC,Onion,Local,1715.01,2436.49,2075.75,3909.6
2023-07-29,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2020.88,2843.31,2432.09,3848.4
2023-07-29,Maharashtra,Solapur,Solapur APMC,Onion,Red,1696.99,2123.33,1910.16,6453.4
2023-07-29,Maharashtra,Solapur,Solapur APMC,Onion,Local,1789.17,2198.3,1993.74,4081.5
2023-07-29,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1956.01,2804.59,2380.3,5568.5
2023-07-29,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1894.52,2491.89,2193.2,4697.2
2023-07-29,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1884.1,2311.04,2097.57,5478.4
2023-07-29,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,2190.12,2679.21,2434.67,4938.1
2023-07-30,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1817.3,2415.8,2116.55,3669.9
2023-07-30,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1723.09,2027.66,1875.37,3867.0
2023-07-30,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1922.5,2640.71,2281.61,4809.7
2023-07-30,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1835.22,2369.15,2102.19,5398.3
2023-07-30,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1828.78,2147.87,1988.32,3623.8
2023-07-30,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1924.82,2393.34,2159.08,6000.7
2023-07-30,Maharashtra,Pune,Pune APMC,Onion,Red,2022.38,2594.19,2308.28,4866.9
2023-07-30,Maharashtra,Pune,Pune APMC,Onion,Local,2160.6,2700.71,2430.66,6094.0
2023-07-30,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2125.72,2741.46,2433.59,6267.2
2023-07-30,Maharashtra,Solapur,Solapur APMC,Onion,Red,2048.37,2784.78,2416.58,3909.3
2023-07-30,Maharashtra,Solapur,Solapur APMC,Onion,Local,1375.18,1973.55,1674.36,4715.9
2023-07-30,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1929.24,2295.93,2112.58,4703.4
2023-07-30,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2008.44,2467.73,2238.09,3584.9
2023-07-30,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1565.61,1873.73,1719.67,4321.7
2023-07-30,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,2109.41,2614.94,2362.17,3571.5
2023-07-31,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1827.9,2514.28,2171.09,6067.8
2023-07-31,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1506.95,2069.17,1788.06,3504.2
2023-07-31,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1932.4,2737.5,2334.95,6057.7
2023-07-31,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1777.64,2100.64,1939.14,6458.0
2023-07-31,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1679.23,2300.97,1990.1,4487.3
2023-07-31,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2044.7,2453.69,2249.19,6196.7
2023-07-31,Maharashtra,Pune,Pune APMC,Onion,Red,2039.79,2559.72,2299.76,5663.7
2023-07-31,Maharashtra,Pune,Pune APMC,Onion,Local,2057.55,2515.52,2286.54,4724.7
2023-07-31,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2233.3,2972.17,2602.74,5851.2
2023-07-31,Maharashtra,Solapur,Solapur APMC,Onion,Red,1714.22,2246.0,1980.11,6114.5
2023-07-31,Maharashtra,Solapur,Solapur APMC,Onion,Local,1579.8,2212.34,1896.07,5221.5
2023-07-31,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2157.09,2605.25,2381.17,6377.3
2023-07-31,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1862.7,2348.72,2105.71,4521.4
2023-07-31,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1577.64,2081.75,1829.7,4757.5
2023-07-31,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1893.24,2310.87,2102.05,5889.6
2023-08-01,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,2468.89,3130.18,2799.53,4314.2
2023-08-01,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1894.2,2613.64,2253.92,5354.0
2023-08-01,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,2651.1,3419.67,3035.38,5377.9
2023-08-01,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2031.26,2810.2,2420.73,3883.3
2023-08-01,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1865.19,2552.21,2208.7,4996.2
2023-08-01,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2331.67,3331.15,2831.41,4302.4
2023-08-01,Maharashtra,Pune,Pune APMC,Onion,Red,2507.14,3329.62,2918.38,3763.3
2023-08-01,Maharashtra,Pune,Pune APMC,Onion,Local,2574.78,3510.51,3042.65,2953.6
2023-08-01,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2725.95,3708.13,3217.04,4943.3
2023-08-01,Maharashtra,Solapur,Solapur APMC,Onion,Red,2390.98,3019.51,2705.24,3165.7
2023-08-01,Maharashtra,Solapur,Solapur APMC,Onion,Local,1780.58,2506.03,2143.31,4656.5
2023-08-01,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2472.62,2907.45,2690.03,3164.7
2023-08-01,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2458.87,2995.81,2727.34,3473.5
2023-08-01,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1898.33,2393.12,2145.73,3566.6
2023-08-01,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,2496.39,3100.03,2798.21,3674.7
2023-08-02,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,2787.38,3298.51,3042.95,3019.9
2023-08-02,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,2123.21,2744.19,2433.7,4989.1
2023-08-02,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,2653.78,3356.0,3004.89,3755.8
2023-08-02,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2269.43,3233.75,2751.59,4931.0
2023-08-02,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2279.54,2910.46,2595.0,4460.6
2023-08-02,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2574.58,3187.13,2880.86,3601.4
2023-08-02,Maharashtra,Pune,Pune APMC,Onion,Red,2579.11,3105.33,2842.22,3786.8
2023-08-02,Maharashtra,Pune,Pune APMC,Onion,Local,2785.93,3478.02,3131.97,4864.6
2023-08-02,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2684.55,3501.74,3093.15,4481.7
2023-08-02,Maharashtra,Solapur,Solapur APMC,Onion,Red,2349.45,3129.85,2739.65,5038.7
2023-08-02,Maharashtra,Solapur,Solapur APMC,Onion,Local,2047.14,2481.91,2264.53,3842.5
2023-08-02,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2377.51,3022.58,2700.05,5118.8
2023-08-02,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2258.48,2967.7,2613.09,3717.7
2023-08-02,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2226.88,2941.84,2584.36,4406.0
2023-08-02,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,2263.57,2773.02,2518.29,3734.3
2023-08-03,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,2671.68,3292.76,2982.22,3812.4
2023-08-03,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1948.09,2685.99,2317.04,4141.8
2023-08-03,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,2581.19,3441.83,3011.51,2981.4
2023-08-03,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2439.66,3334.46,2887.06,5325.6
2023-08-03,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1865.45,2671.69,2268.57,3617.7
2023-08-03,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2496.84,3183.74,2840.29,3089.3
2023-08-03,Maharashtra,Pune,Pune APMC,Onion,Red,2584.89,3390.67,2987.78,4282.4
2023-08-03,Maharashtra,Pune,Pune APMC,Onion,Local,2298.85,3051.2,2675.03,4347.0
2023-08-03,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2853.25,4050.25,3451.75,3567.1
2023-08-03,Maharashtra,Solapur,Solapur APMC,Onion,Red,2362.82,2847.48,2605.15,3952.9
2023-08-03,Maharashtra,Solapur,Solapur APMC,Onion,Local,2170.9,2608.24,2389.57,4271.1
2023-08-03,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2273.49,2689.92,2481.7,4806.4
2023-08-03,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2371.18,2932.41,2651.8,4009.7
2023-08-03,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2081.34,2770.25,2425.79,3366.5
2023-08-03,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,2486.58,2922.24,2704.41,4199.1
2023-08-04,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,2634.06,3164.73,2899.4,4631.2
2023-08-04,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,2256.74,2913.56,2585.15,4303.5
2023-08-04,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,2587.86,3154.38,2871.12,3261.5
2023-08-04,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2203.66,2796.66,2500.16,4087.9
2023-08-04,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2292.3,2818.52,2555.41,4872.5
2023-08-04,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2351.32,3326.51,2838.92,5089.2
2023-08-04,Maharashtra,Pune,Pune APMC,Onion,Red,2847.89,3456.97,3152.43,3327.8
2023-08-04,Maharashtra,Pune,Pune APMC,Onion,Local,2772.53,3486.8,3129.66,3674.3
2023-08-04,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2428.76,3110.9,2769.83,4611.9
2023-08-04,Maharashtra,Solapur,Solapur APMC,Onion,Red,2189.45,3103.06,2646.25,4793.3
2023-08-04,Maharashtra,Solapur,Solapur APMC,Onion,Local,2054.8,2507.21,2281.01,3114.5
2023-08-04,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2378.7,3297.75,2838.22,4294.7
2023-08-04,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2411.63,2913.81,2662.72,4669.9
2023-08-04,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2096.45,2789.92,2443.18,5239.6
2023-08-04,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,2746.46,3661.61,3204.03,3536.9
2023-08-05,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,2548.29,3355.31,2951.8,4145.6
2023-08-05,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,2177.51,2966.24,2571.87,4538.7
2023-08-05,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,2599.99,3314.16,2957.07,5233.8
2023-08-05,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2221.37,3177.38,2699.37,4011.6
2023-08-05,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2149.14,2597.71,2373.42,5044.1
2023-08-05,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2404.38,3384.97,2894.68,4219.9
2023-08-05,Maharashtra,Pune,Pune APMC,Onion,Red,2431.05,3405.54,2918.29,3421.2
