batch_id,storage_day,variety,storage_mode,initial_quality_score,curing_score,initial_weight_kg,temperature_C,relative_humidity_pct,mq135_gas_index,avg_temperature_24h_C,avg_humidity_24h_pct,avg_mq135_24h,hours_temp_above_27C_24h,hours_RH_above_65pct_24h,weight_loss_pct,decay_pct,sprouting_pct,remaining_shelf_life_days,usable_storage_endpoint_day,data_type
B099,24,Yellow,DOGR_like,0.91,0.726,18.013,24.92,67.14,145.05,24.98,67.15,146.99,0.47,0.95,0.85,0.0,0.89,96,120,synthetic_research_anchored
B032,94,Yellow,Ventilated_ambient,0.99,0.893,14.105,32.68,75.45,229.55,32.38,75.01,228.38,15.0,9.34,6.4,46.31,37.95,26,120,synthetic_research_anchored
B100,106,White,Ventilated_ambient,0.99,0.798,11.935,26.82,68.59,245.08,27.42,68.83,236.12,2.07,2.59,3.41,59.41,82.32,7,113,synthetic_research_anchored
B148,0,Yellow,Ventilated_ambient,0.798,0.782,13.285,30.01,73.35,154.89,30.01,73.87,156.05,8.2,9.9,0.39,0.0,0.85,80,80,synthetic_research_anchored
B046,106,White,DOGR_like,0.819,0.826,19.921,27.38,58.61,229.93,27.14,59.07,233.91,1.13,0.0,2.95,63.2,91.86,0,82,synthetic_research_anchored
B142,95,White,Ventilated_ambient,0.963,0.742,16.589,31.47,79.58,305.73,31.64,79.52,301.74,10.01,12.74,6.19,100.0,100.0,0,71,synthetic_research_anchored
B069,68,Red,Ventilated_ambient,0.899,0.946,17.775,37.9,70.3,227.59,37.55,69.55,231.69,24.0,3.99,6.39,37.03,22.42,27,95,synthetic_research_anchored
B120,69,Red,Ventilated_ambient,0.853,0.98,17.885,26.97,66.53,183.29,26.69,66.41,189.54,0.0,0.57,2.17,13.44,17.0,30,99,synthetic_research_anchored
B015,100,Red,Ventilated_ambient,0.901,0.863,8.41,31.35,68.97,282.1,31.36,67.93,280.86,11.78,5.5,5.44,89.3,98.29,0,80,synthetic_research_anchored
B167,100,Yellow,Ventilated_ambient,0.81,0.722,11.9,32.79,62.33,260.21,33.24,61.67,258.59,15.46,0.51,6.1,76.7,81.5,5,105,synthetic_research_anchored
B049,109,Yellow,Warm_ambient,0.985,0.916,18.709,34.82,74.23,318.74,34.74,74.51,316.82,17.96,9.83,8.16,100.0,100.0,0,66,synthetic_research_anchored
B151,39,Red,DOGR_like,0.99,0.98,16.832,28.58,59.35,137.77,28.56,58.98,134.46,3.45,1.37,1.17,0.0,1.09,64,103,synthetic_research_anchored
B150,98,Yellow,Ventilated_ambient,0.815,0.915,8.623,28.18,76.42,306.96,28.24,76.62,307.04,3.1,8.65,4.66,93.57,100.0,0,57,synthetic_research_anchored
B108,92,White,Ventilated_ambient,0.99,0.6,15.022,30.48,62.58,256.85,30.35,63.23,249.09,7.74,0.0,3.84,70.88,91.36,0,82,synthetic_research_anchored
B042,63,Red,Ventilated_ambient,0.829,0.946,10.717,33.9,68.8,181.05,34.0,67.92,186.4,16.68,4.83,4.79,3.05,2.23,48,111,synthetic_research_anchored
B102,49,Yellow,Ventilated_ambient,0.921,0.96,11.592,33.18,69.55,159.55,33.68,69.65,164.5,15.06,2.52,3.3,1.1,0.88,53,102,synthetic_research_anchored
B014,85,Red,Warm_ambient,0.704,0.822,18.079,31.33,66.61,284.78,31.05,67.53,291.21,9.35,1.63,4.72,82.77,89.45,0,81,synthetic_research_anchored
B002,91,Yellow,Warm_ambient,0.911,0.939,11.675,35.5,89.14,325.47,35.41,89.21,318.36,20.89,21.94,9.58,100.0,100.0,0,66,synthetic_research_anchored
B150,65,Yellow,Ventilated_ambient,0.815,0.915,8.623,30.58,75.62,301.63,29.93,75.06,297.63,9.28,13.26,4.05,100.0,92.85,0,57,synthetic_research_anchored
B122,95,Red,Ventilated_ambient,0.862,0.723,14.566,25.93,67.81,234.9,25.98,67.49,230.8,0.0,2.55,2.73,66.15,94.36,0,85,synthetic_research_anchored
B037,63,White,Ventilated_ambient,0.811,0.862,10.96,28.93,57.98,204.6,29.02,58.33,203.81,5.11,2.18,2.22,33.11,34.11,19,82,synthetic_research_anchored
B176,11,Yellow,Warm_ambient,0.78,0.91,16.359,27.39,75.03,163.25,27.08,75.63,162.21,0.34,10.22,0.6,0.0,0.39,81,92,synthetic_research_anchored
B043,111,Red,Ventilated_ambient,0.809,0.876,18.684,31.15,63.94,265.02,30.59,64.16,265.19,10.12,0.0,5.62,82.57,96.84,0,74,synthetic_research_anchored
B079,113,Yellow,Warm_ambient,0.883,0.761,17.054,33.1,92.0,308.78,33.21,91.77,309.33,13.89,24.0,10.73,100.0,100.0,0,78,synthetic_research_anchored
B071,56,Yellow,Ventilated_ambient,0.878,0.844,11.813,34.15,73.76,211.52,34.49,75.0,208.37,18.46,10.35,4.39,30.11,21.79,25,81,synthetic_research_anchored
B018,109,Red,Ventilated_ambient,0.952,0.718,15.816,23.96,66.36,223.11,24.13,66.63,222.03,1.39,1.4,2.8,59.54,88.76,2,111,synthetic_research_anchored
B026,85,Red,Warm_ambient,0.919,0.908,19.703,40.27,73.84,304.52,40.22,73.22,308.11,24.0,11.51,9.33,100.0,96.56,0,76,synthetic_research_anchored
B007,66,Yellow,Ventilated_ambient,0.866,0.802,15.565,30.55,68.24,237.41,30.84,68.82,236.73,7.65,4.26,3.47,58.19,49.71,14,80,synthetic_research_anchored
B002,112,Yellow,Warm_ambient,0.911,0.939,11.675,33.73,90.31,307.0,33.68,89.91,306.75,17.64,23.75,10.89,100.0,100.0,0,66,synthetic_research_anchored
B019,42,Red,Ventilated_ambient,0.863,0.681,15.661,32.38,69.35,174.71,32.36,69.86,177.6,13.89,3.93,2.64,2.05,1.65,48,90,synthetic_research_anchored
B156,91,Red,DOGR_like,0.851,0.778,8.643,24.5,60.76,219.46,24.86,60.63,211.6,1.83,0.43,2.19,58.52,81.36,2,93,synthetic_research_anchored
B152,63,Yellow,Warm_ambient,0.875,0.79,9.489,35.9,70.69,313.28,35.87,71.64,312.88,22.85,6.29,5.24,92.89,66.29,8,71,synthetic_research_anchored
B002,88,Yellow,Warm_ambient,0.911,0.939,11.675,33.83,86.6,322.19,34.25,86.6,324.87,15.09,20.27,7.83,100.0,100.0,0,66,synthetic_research_anchored
B078,13,Red,DOGR_like,0.833,0.962,8.451,26.58,61.03,153.09,26.62,61.63,155.14,0.0,0.0,0.42,0.42,0.32,107,120,synthetic_research_anchored
B135,22,Red,Ventilated_ambient,0.844,0.662,8.589,24.63,77.54,146.91,24.35,77.69,148.84,2.01,11.9,1.17,1.16,0.91,70,92,synthetic_research_anchored
B176,4,Yellow,Warm_ambient,0.78,0.91,16.359,27.49,76.2,150.32,27.55,76.86,154.62,1.72,11.34,0.04,0.43,0.0,88,92,synthetic_research_anchored
B038,21,Red,DOGR_like,0.99,0.683,12.468,30.31,59.37,155.01,29.87,58.68,154.52,5.69,0.0,1.03,0.0,0.08,99,120,synthetic_research_anchored
B114,75,Red,Ventilated_ambient,0.863,0.671,8.187,24.71,65.45,211.49,24.46,65.9,209.07,1.22,2.19,2.08,44.56,56.2,14,89,synthetic_research_anchored
B079,67,Yellow,Warm_ambient,0.883,0.761,17.054,35.86,86.92,314.3,36.33,86.5,311.84,20.1,19.14,6.88,94.9,65.82,11,78,synthetic_research_anchored
B020,114,Yellow,Warm_ambient,0.899,0.764,19.121,36.41,73.04,318.46,35.88,73.7,323.82,24.0,9.11,10.43,100.0,100.0,0,72,synthetic_research_anchored
B055,64,Red,Ventilated_ambient,0.864,0.778,9.216,30.32,76.73,185.13,30.34,76.41,188.67,6.73,10.88,3.85,2.67,1.05,50,114,synthetic_research_anchored
B161,109,White,Ventilated_ambient,0.923,0.736,8.523,24.53,70.02,257.01,24.36,70.05,259.43,1.33,3.71,3.48,70.83,99.89,0,87,synthetic_research_anchored
B172,55,Yellow,Ventilated_ambient,0.867,0.778,16.521,28.53,58.91,145.18,28.42,59.25,145.07,3.59,0.0,2.22,0.0,0.25,63,118,synthetic_research_anchored
B092,3,Yellow,DOGR_like,0.85,0.781,11.079,27.81,58.82,158.61,28.36,58.93,152.8,1.78,0.0,0.0,0.28,0.0,69,72,synthetic_research_anchored
B007,108,Yellow,Ventilated_ambient,0.866,0.802,15.565,27.33,75.75,270.88,27.03,76.14,270.62,0.78,8.99,4.25,87.25,100.0,0,80,synthetic_research_anchored
B075,109,Red,Ventilated_ambient,0.89,0.863,11.502,31.21,74.57,293.03,31.23,74.64,289.63,10.83,7.42,6.61,95.79,100.0,0,87,synthetic_research_anchored
B067,88,Yellow,Ventilated_ambient,0.897,0.918,12.463,32.84,66.54,197.96,32.69,66.61,190.68,14.76,2.03,5.15,27.04,20.29,32,120,synthetic_research_anchored
B124,104,Red,Warm_ambient,0.923,0.821,11.539,42.02,83.81,339.77,42.34,83.0,333.5,24.0,18.59,13.93,100.0,100.0,0,89,synthetic_research_anchored
B079,17,Yellow,Warm_ambient,0.883,0.761,17.054,35.69,89.99,192.51,35.43,89.04,184.66,21.22,24.0,1.55,0.38,0.34,61,78,synthetic_research_anchored
B082,9,Yellow,Warm_ambient,0.915,0.786,12.152,33.02,65.84,155.96,32.9,66.03,159.17,14.0,2.06,0.74,0.53,0.0,56,65,synthetic_research_anchored
B050,106,Red,Ventilated_ambient,0.875,0.85,9.153,21.81,65.65,218.45,21.58,65.93,223.08,0.64,2.55,2.89,56.91,83.64,6,112,synthetic_research_anchored
B104,74,Red,Ventilated_ambient,0.94,0.642,8.704,29.21,68.21,223.87,29.37,68.21,226.27,5.65,1.35,3.08,51.56,52.44,15,89,synthetic_research_anchored
B110,100,Red,Ventilated_ambient,0.858,0.98,10.41,31.29,82.32,296.47,30.87,82.38,300.78,10.32,16.41,7.26,100.0,100.0,0,88,synthetic_research_anchored
B088,79,Red,DOGR_like,0.869,0.877,19.208,25.59,67.11,165.14,25.36,67.32,166.48,0.99,2.55,2.07,7.78,8.62,40,119,synthetic_research_anchored
B130,113,Red,Warm_ambient,0.719,0.933,12.565,33.17,75.39,301.29,33.17,76.03,303.97,15.82,10.56,8.88,100.0,100.0,0,71,synthetic_research_anchored
B109,95,Red,Ventilated_ambient,0.918,0.775,17.875,26.61,67.26,243.54,26.42,66.99,243.31,0.0,0.0,2.8,65.76,95.89,0,81,synthetic_research_anchored
B140,85,White,Ventilated_ambient,0.831,0.764,10.568,34.1,65.72,291.51,34.1,65.66,288.88,15.67,2.76,6.05,98.67,92.62,0,73,synthetic_research_anchored
B011,10,Red,Warm_ambient,0.9,0.748,17.493,35.39,72.05,180.14,35.26,73.39,177.86,19.61,5.72,0.88,0.59,0.0,53,63,synthetic_research_anchored
B108,8,White,Ventilated_ambient,0.99,0.6,15.022,31.46,68.73,179.19,31.11,69.26,173.67,9.95,3.17,0.42,0.55,0.45,74,82,synthetic_research_anchored
B083,35,Yellow,Warm_ambient,0.926,0.94,9.763,30.62,60.7,177.94,30.78,61.1,175.37,8.14,0.0,1.49,2.5,1.96,45,80,synthetic_research_anchored
B115,28,Yellow,Warm_ambient,0.907,0.86,9.002,28.68,77.65,180.54,28.43,77.37,178.69,2.22,11.9,1.35,0.0,0.32,62,90,synthetic_research_anchored
B055,18,Red,Ventilated_ambient,0.864,0.778,9.216,31.5,79.09,167.99,32.25,79.09,161.14,11.59,11.32,1.04,0.85,0.12,96,114,synthetic_research_anchored
B095,1,Yellow,Ventilated_ambient,0.862,0.677,13.551,27.39,68.61,164.7,27.51,68.7,162.41,2.07,2.81,0.08,0.45,0.34,60,61,synthetic_research_anchored
B012,56,Yellow,Ventilated_ambient,0.883,0.655,9.702,25.35,73.6,150.91,25.6,72.88,148.74,2.18,7.13,1.89,0.51,2.37,49,105,synthetic_research_anchored
B017,65,Red,Ventilated_ambient,0.936,0.932,19.399,25.01,69.12,172.4,25.07,68.7,164.33,0.0,3.41,2.01,20.42,25.85,25,90,synthetic_research_anchored
B047,43,Red,DOGR_like,0.949,0.772,10.972,26.9,74.11,160.22,26.58,74.42,165.87,0.46,10.45,1.58,0.0,2.05,52,95,synthetic_research_anchored
B099,49,Yellow,DOGR_like,0.91,0.726,18.013,25.22,68.65,155.38,25.15,68.03,158.07,0.03,3.13,1.74,0.08,0.0,71,120,synthetic_research_anchored
B038,104,Red,DOGR_like,0.99,0.683,12.468,24.5,59.86,207.25,24.09,60.62,201.45,0.0,0.15,2.51,47.99,62.88,16,120,synthetic_research_anchored
B114,72,Red,Ventilated_ambient,0.863,0.671,8.187,26.56,66.84,206.38,26.78,65.96,210.18,0.0,1.7,2.01,39.52,46.85,17,89,synthetic_research_anchored
B080,118,Yellow,Warm_ambient,0.978,0.723,8.99,27.66,70.47,257.47,27.58,70.0,258.34,1.86,5.48,4.61,71.37,98.99,0,98,synthetic_research_anchored
B179,42,Red,DOGR_like,0.99,0.897,9.551,29.87,65.72,162.68,29.88,65.97,162.34,3.58,1.84,1.67,3.8,3.63,41,83,synthetic_research_anchored
B021,103,Red,Ventilated_ambient,0.949,0.939,19.361,30.72,69.41,272.45,30.96,69.16,271.68,6.91,2.74,5.84,89.34,97.46,0,90,synthetic_research_anchored
B136,10,Red,Ventilated_ambient,0.895,0.793,14.366,32.67,61.8,166.92,32.84,63.03,166.23,13.22,0.0,0.67,0.59,0.33,87,97,synthetic_research_anchored
B060,120,White,Ventilated_ambient,0.933,0.826,11.649,29.68,73.85,278.39,29.96,72.72,273.35,6.66,8.33,6.06,84.26,100.0,0,91,synthetic_research_anchored
B170,6,Red,Warm_ambient,0.869,0.704,14.978,24.83,72.82,147.36,24.87,72.12,149.42,2.19,6.54,0.16,0.0,0.47,78,84,synthetic_research_anchored
B141,43,Red,Warm_ambient,0.92,0.822,8.109,31.87,71.95,158.87,31.76,71.67,158.48,10.4,8.7,2.77,2.74,1.15,51,94,synthetic_research_anchored
B026,53,Red,Warm_ambient,0.919,0.908,19.703,39.34,71.86,217.68,39.77,72.17,218.4,24.0,9.71,5.59,36.85,25.67,23,76,synthetic_research_anchored
B168,44,Red,Warm_ambient,0.969,0.818,16.138,35.81,83.65,216.92,36.02,84.05,218.51,20.72,17.34,4.32,12.79,9.96,32,76,synthetic_research_anchored
B062,79,White,DOGR_like,0.883,0.85,18.992,29.37,59.74,233.07,29.2,59.62,237.47,6.01,0.0,3.19,65.49,78.76,1,80,synthetic_research_anchored
B143,113,Red,Ventilated_ambient,0.879,0.732,12.205,28.95,68.81,259.45,29.23,69.14,252.77,4.45,2.72,4.99,82.72,99.29,0,88,synthetic_research_anchored
B144,82,Yellow,Ventilated_ambient,0.872,0.765,15.441,33.63,64.52,296.41,33.54,64.34,297.47,17.79,1.9,5.07,98.63,85.77,0,79,synthetic_research_anchored
B040,63,Yellow,Ventilated_ambient,0.924,0.886,18.176,30.48,77.71,277.48,30.44,78.04,271.46,6.26,13.54,3.65,70.22,60.83,11,74,synthetic_research_anchored
B161,15,White,Ventilated_ambient,0.923,0.736,8.523,26.13,68.92,163.94,26.05,69.1,163.01,0.0,3.15,0.63,1.41,0.43,72,87,synthetic_research_anchored
B037,25,White,Ventilated_ambient,0.811,0.862,10.96,29.97,57.66,153.65,29.87,57.36,165.91,5.28,0.0,1.08,0.87,0.71,57,82,synthetic_research_anchored
B156,15,Red,DOGR_like,0.851,0.778,8.643,28.77,57.83,151.2,28.97,57.95,146.57,4.15,1.37,0.59,0.0,0.0,78,93,synthetic_research_anchored
B115,90,Yellow,Warm_ambient,0.907,0.86,9.002,25.87,77.96,268.9,26.3,77.93,271.54,0.0,13.14,3.56,77.82,93.66,0,90,synthetic_research_anchored
B154,79,Red,DOGR_like,0.766,0.717,8.126,30.76,58.97,242.16,30.7,59.42,238.21,9.58,0.0,4.04,63.76,61.12,11,90,synthetic_research_anchored
B053,112,White,DOGR_like,0.909,0.927,11.662,26.82,67.07,248.06,26.79,66.88,250.08,1.92,2.76,2.92,64.73,98.95,0,70,synthetic_research_anchored
B064,19,White,DOGR_like,0.938,0.762,8.039,25.65,72.98,153.88,25.4,72.81,154.15,1.79,7.72,0.53,0.26,0.0,71,90,synthetic_research_anchored
B067,81,Yellow,Ventilated_ambient,0.897,0.918,12.463,28.47,65.62,163.46,28.44,66.23,164.04,2.62,1.82,3.03,7.88,10.05,39,120,synthetic_research_anchored
B054,39,Yellow,Ventilated_ambient,0.964,0.805,14.51,28.77,66.75,160.47,28.65,67.39,154.7,4.87,1.24,1.24,0.0,0.0,62,101,synthetic_research_anchored
B028,41,Red,DOGR_like,0.912,0.904,12.891,26.72,59.39,138.35,26.49,60.51,132.27,0.0,0.05,1.24,0.63,0.78,79,120,synthetic_research_anchored
B018,108,Red,Ventilated_ambient,0.952,0.718,15.816,25.18,66.59,234.26,25.18,66.15,233.39,0.0,2.22,2.75,60.3,88.11,3,111,synthetic_research_anchored
B073,97,Yellow,Ventilated_ambient,0.893,0.948,8.099,32.81,69.62,243.86,32.78,69.3,245.57,11.84,4.37,5.98,63.49,56.03,19,116,synthetic_research_anchored
B179,48,Red,DOGR_like,0.99,0.897,9.551,31.15,63.63,159.13,30.9,62.41,159.0,10.35,0.0,2.16,6.55,7.33,35,83,synthetic_research_anchored
B032,52,Yellow,Ventilated_ambient,0.99,0.893,14.105,32.38,76.49,165.54,32.28,76.74,168.95,10.78,9.59,3.56,0.04,0.0,68,120,synthetic_research_anchored
B115,61,Yellow,Warm_ambient,0.907,0.86,9.002,26.92,75.52,177.78,27.31,75.71,178.33,0.0,9.89,2.53,16.08,17.07,29,90,synthetic_research_anchored
B163,73,Red,DOGR_like,0.825,0.63,11.864,25.63,59.17,223.59,25.81,59.55,229.95,0.0,0.67,2.16,55.9,69.71,5,78,synthetic_research_anchored
B137,14,Yellow,Warm_ambient,0.948,0.827,8.197,29.48,67.39,170.88,29.71,67.1,167.36,6.21,2.61,0.3,0.0,0.0,60,74,synthetic_research_anchored
B088,91,Red,DOGR_like,0.869,0.877,19.208,25.31,62.81,169.43,25.51,62.26,161.04,0.99,1.21,2.41,26.68,29.37,28,119,synthetic_research_anchored
B141,87,Red,Warm_ambient,0.92,0.822,8.109,31.67,73.27,293.7,31.47,73.1,289.21,12.98,10.33,5.79,91.05,79.79,7,94,synthetic_research_anchored
B140,61,White,Ventilated_ambient,0.831,0.764,10.568,33.73,65.73,245.34,34.21,66.11,245.66,15.82,0.0,4.18,63.15,52.01,12,73,synthetic_research_anchored
B140,37,White,Ventilated_ambient,0.831,0.764,10.568,32.58,62.45,181.22,32.75,63.03,174.34,12.01,0.0,2.03,5.0,4.33,36,73,synthetic_research_anchored
B108,15,White,Ventilated_ambient,0.99,0.6,15.022,30.21,66.42,153.8,30.25,66.23,155.43,7.62,1.47,0.51,1.26,0.0,67,82,synthetic_research_anchored
B171,35,Yellow,Ventilated_ambient,0.955,0.905,19.793,23.31,72.94,150.56,22.95,72.56,149.3,0.0,6.38,1.34,0.0,0.37,58,93,synthetic_research_anchored
B064,14,White,DOGR_like,0.938,0.762,8.039,24.2,70.77,148.93,24.02,70.05,150.61,2.32,5.18,0.43,0.0,0.56,76,90,synthetic_research_anchored
B084,79,Red,Ventilated_ambient,0.835,0.734,19.633,23.61,76.57,246.31,23.83,76.14,247.38,0.0,11.82,3.05,58.04,61.23,14,93,synthetic_research_anchored
B085,32,Yellow,Warm_ambient,0.916,0.854,15.599,29.12,58.01,162.4,29.34,57.88,153.91,3.53,0.0,1.35,0.58,1.01,67,99,synthetic_research_anchored
B057,78,Red,DOGR_like,0.882,0.977,9.443,26.37,58.87,168.74,26.93,58.55,167.8,0.0,0.15,1.67,9.95,12.16,36,114,synthetic_research_anchored
B088,92,Red,DOGR_like,0.869,0.877,19.208,27.3,63.96,198.74,27.3,64.21,200.66,1.8,2.32,2.83,27.45,31.69,27,119,synthetic_research_anchored
B093,107,White,Ventilated_ambient,0.843,0.876,19.125,24.85,63.54,228.65,24.88,64.34,222.26,0.95,1.31,3.07,62.06,94.61,0,92,synthetic_research_anchored
B173,24,Yellow,Ventilated_ambient,0.812,0.919,16.293,30.75,84.55,163.63,30.76,85.01,157.08,9.03,19.03,1.79,0.93,0.86,63,87,synthetic_research_anchored
B012,55,Yellow,Ventilated_ambient,0.883,0.655,9.702,25.52,77.03,150.4,25.39,76.92,153.28,0.0,10.56,1.97,0.36,1.83,50,105,synthetic_research_anchored
B160,34,Red,DOGR_like,0.946,0.682,14.162,28.62,57.76,165.49,28.81,57.61,170.52,5.58,0.0,1.04,0.0,0.68,86,120,synthetic_research_anchored
B144,16,Yellow,Ventilated_ambient,0.872,0.765,15.441,31.61,58.6,165.59,31.47,58.42,155.94,10.87,1.88,0.82,0.97,1.52,63,79,synthetic_research_anchored
B116,100,Red,DOGR_like,0.849,0.787,13.088,27.82,62.22,237.73,27.64,61.84,240.24,0.75,0.5,3.01,67.46,89.33,0,93,synthetic_research_anchored
B132,102,Yellow,DOGR_like,0.897,0.665,19.89,30.24,67.16,286.97,30.02,66.24,280.41,6.06,3.31,4.94,88.74,97.62,0,73,synthetic_research_anchored
B141,108,Red,Warm_ambient,0.92,0.822,8.109,31.85,73.27,303.08,32.05,72.61,309.62,10.68,8.8,6.97,100.0,99.09,0,94,synthetic_research_anchored
B026,70,Red,Warm_ambient,0.919,0.908,19.703,41.57,74.95,321.52,41.54,74.38,315.64,24.0,10.34,8.54,100.0,73.68,6,76,synthetic_research_anchored
B131,105,Yellow,Ventilated_ambient,0.723,0.895,15.239,31.94,71.83,310.95,31.62,70.91,304.0,11.06,7.28,6.82,100.0,100.0,0,68,synthetic_research_anchored
B028,18,Red,DOGR_like,0.912,0.904,12.891,25.07,58.87,136.83,25.03,58.75,135.57,2.53,2.12,0.48,0.0,0.0,102,120,synthetic_research_anchored
B083,8,Yellow,Warm_ambient,0.926,0.94,9.763,30.85,66.33,164.22,30.87,66.07,163.17,8.21,2.71,0.5,0.22,1.28,72,80,synthetic_research_anchored
B076,91,White,DOGR_like,0.883,0.806,11.02,24.6,61.27,218.5,24.72,61.39,217.12,0.0,0.0,2.35,48.73,63.03,13,104,synthetic_research_anchored
B125,56,Yellow,Ventilated_ambient,0.874,0.679,13.26,26.82,69.42,147.39,27.15,69.43,143.07,0.0,3.44,1.72,8.82,11.24,32,88,synthetic_research_anchored
B065,103,Yellow,Ventilated_ambient,0.859,0.76,18.109,33.56,62.53,286.99,33.37,63.36,283.5,14.48,1.31,6.92,100.0,92.76,0,84,synthetic_research_anchored
B011,103,Red,Warm_ambient,0.9,0.748,17.493,32.71,71.56,291.45,32.79,72.24,291.6,13.95,7.72,6.9,100.0,99.8,0,63,synthetic_research_anchored
B084,42,Red,Ventilated_ambient,0.835,0.734,19.633,25.4,72.58,149.28,25.1,72.47,150.4,0.96,7.84,1.47,0.27,1.36,51,93,synthetic_research_anchored
B123,88,Yellow,Ventilated_ambient,0.837,0.802,13.128,28.64,64.28,243.33,28.46,64.29,242.31,5.4,0.0,2.94,66.06,79.76,4,92,synthetic_research_anchored
B070,71,Red,Ventilated_ambient,0.933,0.705,19.606,31.78,51.25,160.08,32.11,51.76,161.46,9.8,1.61,3.42,11.4,8.94,37,108,synthetic_research_anchored
B092,84,Yellow,DOGR_like,0.85,0.781,11.079,28.22,64.16,249.0,27.85,63.94,250.73,4.4,0.05,2.61,69.51,92.84,0,72,synthetic_research_anchored
B136,52,Red,Ventilated_ambient,0.895,0.793,14.366,31.25,57.73,165.26,31.62,57.7,166.91,10.68,0.0,2.31,2.73,2.98,45,97,synthetic_research_anchored
B157,116,Yellow,Ventilated_ambient,0.944,0.888,15.186,32.54,57.29,274.33,32.56,57.55,277.95,13.0,0.74,6.12,88.58,91.54,0,78,synthetic_research_anchored
B096,30,Red,DOGR_like,0.884,0.78,16.372,25.44,58.49,161.09,25.24,58.59,162.48,0.0,1.06,1.04,0.67,0.0,87,117,synthetic_research_anchored
B157,75,Yellow,Ventilated_ambient,0.944,0.888,15.186,30.6,62.51,245.35,30.34,62.26,245.85,9.09,0.0,3.8,68.71,75.98,3,78,synthetic_research_anchored
B093,113,White,Ventilated_ambient,0.843,0.876,19.125,27.01,65.09,225.35,26.91,65.35,220.48,0.0,0.0,2.76,59.49,96.93,0,92,synthetic_research_anchored
B080,72,Yellow,Warm_ambient,0.978,0.723,8.99,29.63,70.48,193.31,29.62,69.68,192.13,8.51,5.46,3.46,28.19,26.18,26,98,synthetic_research_anchored
B042,111,Red,Ventilated_ambient,0.829,0.946,10.717,32.22,62.84,258.32,32.47,62.91,257.16,14.83,0.0,6.32,76.4,88.86,0,111,synthetic_research_anchored
B078,56,Red,DOGR_like,0.833,0.962,8.451,28.07,57.47,140.42,28.07,57.89,144.69,0.0,0.0,1.89,1.49,1.2,64,120,synthetic_research_anchored
B127,60,Red,Warm_ambient,0.905,0.695,13.112,25.11,70.26,199.95,24.72,70.28,202.45,0.5,3.73,1.82,37.91,43.28,16,76,synthetic_research_anchored
B040,30,Yellow,Ventilated_ambient,0.924,0.886,18.176,31.69,72.95,158.57,32.03,72.57,160.33,10.12,10.61,1.78,2.18,2.23,44,74,synthetic_research_anchored
B044,72,Yellow,Warm_ambient,0.867,0.872,11.746,37.16,80.89,315.91,37.62,81.23,318.2,23.26,17.42,7.73,100.0,76.7,7,79,synthetic_research_anchored
B019,91,Red,Ventilated_ambient,0.863,0.681,15.661,33.44,73.7,296.76,33.3,73.95,298.03,15.55,6.72,6.89,98.38,92.42,0,90,synthetic_research_anchored
B172,83,Yellow,Ventilated_ambient,0.867,0.778,16.521,30.39,57.44,180.82,30.35,58.01,182.13,8.83,0.0,3.76,17.24,13.46,35,118,synthetic_research_anchored
B174,0,Yellow,Ventilated_ambient,0.844,0.814,11.93,25.85,67.46,151.86,25.82,68.43,140.97,0.0,2.44,0.0,0.17,0.0,114,114,synthetic_research_anchored
B138,73,Red,DOGR_like,0.859,0.752,10.457,27.61,55.85,162.71,27.39,55.79,159.29,0.78,0.0,2.44,2.5,3.98,47,120,synthetic_research_anchored
B148,26,Yellow,Ventilated_ambient,0.798,0.782,13.285,32.73,71.41,170.02,32.74,70.96,169.39,14.94,3.98,1.87,0.0,0.51,54,80,synthetic_research_anchored
B072,7,Yellow,Ventilated_ambient,0.912,0.669,11.123,35.73,75.45,172.38,35.93,75.66,170.45,21.09,8.96,0.25,0.94,0.3,100,107,synthetic_research_anchored
B012,91,Yellow,Ventilated_ambient,0.883,0.655,9.702,25.98,78.35,257.73,26.23,78.07,262.03,0.17,13.43,3.72,64.91,69.37,14,105,synthetic_research_anchored
B164,58,Yellow,Ventilated_ambient,0.877,0.687,12.887,21.98,67.6,157.19,21.62,67.48,156.12,0.0,2.96,1.86,12.6,13.54,30,88,synthetic_research_anchored
B016,42,Red,Warm_ambient,0.677,0.939,13.211,30.15,85.83,170.29,30.23,85.72,171.01,8.77,19.15,3.18,0.85,1.19,53,95,synthetic_research_anchored
B128,101,Yellow,Warm_ambient,0.875,0.67,13.945,38.36,75.56,308.11,38.42,76.11,309.36,24.0,10.41,10.92,100.0,100.0,0,63,synthetic_research_anchored
B130,95,Red,Warm_ambient,0.719,0.933,12.565,30.06,79.61,309.67,29.92,79.7,309.07,9.59,15.7,6.05,100.0,100.0,0,71,synthetic_research_anchored
B107,73,Yellow,Ventilated_ambient,0.79,0.69,18.083,33.28,68.65,217.65,33.17,68.25,212.33,15.44,4.96,4.87,37.07,26.85,25,98,synthetic_research_anchored
B176,67,Yellow,Warm_ambient,0.78,0.91,16.359,31.7,70.52,225.62,31.77,69.08,226.47,7.15,3.96,4.15,31.47,25.5,25,92,synthetic_research_anchored
B086,21,Red,Warm_ambient,0.861,0.731,19.175,34.86,70.84,189.14,35.08,71.77,187.21,19.06,6.82,1.75,0.33,0.08,60,81,synthetic_research_anchored
B125,7,Yellow,Ventilated_ambient,0.874,0.679,13.26,26.03,73.59,173.53,26.47,73.19,174.07,1.74,7.67,0.21,0.0,0.0,81,88,synthetic_research_anchored
